feature,n,scope,spearman_rho,target
network_delta_eth0_tx_packets,9,prefix-valid,0.2738612787525831,joules_per_request
network_rate_eth0_tx_bytes_per_s,9,prefix-valid,0.2738612787525831,joules_per_request
network_rate_eth0_tx_packets_per_s,9,prefix-valid,0.2738612787525831,joules_per_request
gpu_mean_nvlink_rx_mib_s,9,prefix-valid,0.26666666666666666,joules_per_request
gpu_mean_nvlink_tx_mib_s,9,prefix-valid,0.26666666666666666,joules_per_request
network_rate_lo_rx_bytes_per_s,9,prefix-valid,-0.26666666666666666,joules_per_request
network_rate_lo_tx_bytes_per_s,9,prefix-valid,-0.26666666666666666,joules_per_request
gpu_power_imbalance_fraction,9,prefix-valid,-0.23333333333333334,joules_per_request
service_mean_sglang_token_usage,9,prefix-valid,0.23333333333333334,joules_per_request
cgroup_max_memory_current_bytes,9,prefix-valid,-0.21666666666666667,joules_per_request
gpu_max_pcie_rx_mib_s,9,prefix-valid,0.21666666666666667,joules_per_request
gpu_max_memory_free_bytes,9,prefix-valid,0.2,joules_per_request
cgroup_delta_cpu_usage_usec,9,prefix-valid,0.18333333333333332,joules_per_request
cgroup_delta_cpu_user_usec,9,prefix-valid,0.18333333333333332,joules_per_request
gpu_mean_fp16_activity_pct,9,prefix-valid,0.18333333333333332,joules_per_request
network_delta_lo_rx_bytes,9,prefix-valid,0.18333333333333332,joules_per_request
network_delta_lo_tx_bytes,9,prefix-valid,0.18333333333333332,joules_per_request
network_delta_lo_rx_packets,9,prefix-valid,0.16666666666666666,joules_per_request
network_delta_lo_tx_packets,9,prefix-valid,0.16666666666666666,joules_per_request
service_mean_sglang_decode_sum_seq_lens,9,prefix-valid,0.15,joules_per_request
service_mean_sglang_num_queue_reqs,9,prefix-valid,0.15,joules_per_request
queue_maximum,9,prefix-valid,0.1422606594884729,joules_per_request
service_max_sglang_num_queue_reqs,9,prefix-valid,0.1422606594884729,joules_per_request
service_max_sglang_gen_throughput,9,prefix-valid,0.13333333333333333,joules_per_request
queue_nonzero_fraction,9,prefix-valid,0.11666666666666667,joules_per_request
cgroup_mean_memory_current_bytes,9,prefix-valid,0.1,joules_per_request
gpu_mean_pcie_rx_mib_s,9,prefix-valid,0.06666666666666667,joules_per_request
network_delta_eth0_rx_bytes,9,prefix-valid,-0.04564354645876384,joules_per_request
network_delta_eth0_rx_packets,9,prefix-valid,-0.04564354645876384,joules_per_request
network_rate_eth0_rx_bytes_per_s,9,prefix-valid,-0.04564354645876384,joules_per_request
network_rate_eth0_rx_packets_per_s,9,prefix-valid,-0.04564354645876384,joules_per_request
gpu_sample_coverage,9,prefix-valid,-0.03333333333333333,joules_per_request
cgroup_rate_cpu_nr_periods_per_s,9,prefix-valid,0.0,joules_per_request
service_maximum_gap_s,9,prefix-valid,0.0,joules_per_request
gpu_max_memory_free_bytes,9,prefix-valid,-0.9,throughput_requests_s
gpu_mean_nvlink_rx_mib_s,9,prefix-valid,0.85,throughput_requests_s
gpu_mean_nvlink_tx_mib_s,9,prefix-valid,0.85,throughput_requests_s
gpu_mean_fp16_activity_pct,9,prefix-valid,0.8,throughput_requests_s
gpu_mean_fp32_activity_pct,9,prefix-valid,0.8,throughput_requests_s
gpu_mean_hmma_tensor_activity_pct,9,prefix-valid,0.8,throughput_requests_s
gpu_mean_tensor_activity_pct,9,prefix-valid,0.8,throughput_requests_s
service_max_sglang_gen_throughput,9,prefix-valid,0.7833333333333333,throughput_requests_s
gpu_mean_power_instant_w,9,prefix-valid,0.7333333333333333,throughput_requests_s
service_max_sglang_decode_sum_seq_lens,9,prefix-valid,0.7333333333333333,throughput_requests_s
queue_median,9,prefix-valid,0.7030047555134388,throughput_requests_s
service_mean_sglang_kv_used_tokens,9,prefix-valid,0.7,throughput_requests_s
service_mean_sglang_num_running_reqs,9,prefix-valid,0.7,throughput_requests_s
gpu_max_fp32_activity_pct,9,prefix-valid,0.6833333333333333,throughput_requests_s
service_mean_sglang_kv_evictable_tokens,9,prefix-valid,-0.6832018046539052,throughput_requests_s
service_max_sglang_kv_evictable_tokens,9,prefix-valid,-0.6435959029348383,throughput_requests_s
service_max_sglang_num_running_reqs,9,prefix-valid,0.6384423980690614,throughput_requests_s
gpu_fraction_clock_event_sw_power_cap,9,prefix-valid,0.5833333333333334,throughput_requests_s
gpu_mean_clock_event_reasons,9,prefix-valid,0.5833333333333334,throughput_requests_s
gpu_mean_sm_clock_mhz,9,prefix-valid,-0.5833333333333334,throughput_requests_s
service_max_sglang_kv_used_tokens,9,prefix-valid,0.55,throughput_requests_s
service_max_sglang_kv_available_tokens,9,prefix-valid,0.5424508028966484,throughput_requests_s
gpu_max_power_average_w,9,prefix-valid,0.5333333333333333,throughput_requests_s
service_mean_sglang_token_usage,9,prefix-valid,0.5166666666666667,throughput_requests_s
service_max_sglang_token_usage,9,prefix-valid,0.511207720338155,throughput_requests_s
gpu_max_memory_busy_pct,9,prefix-valid,0.5048252022715237,throughput_requests_s
gpu_mean_power_average_w,9,prefix-valid,0.5,throughput_requests_s
cgroup_rate_cpu_usage_usec_per_s,9,prefix-valid,-0.48333333333333334,throughput_requests_s
gpu_mean_pcie_rx_mib_s,9,prefix-valid,-0.48333333333333334,throughput_requests_s
queue_maximum,9,prefix-valid,0.4686233489032049,throughput_requests_s
service_max_sglang_num_queue_reqs,9,prefix-valid,0.4686233489032049,throughput_requests_s
queue_nonzero_fraction,9,prefix-valid,0.4666666666666667,throughput_requests_s
service_mean_sglang_decode_sum_seq_lens,9,prefix-valid,0.4666666666666667,throughput_requests_s
gpu_max_power_instant_w,9,prefix-valid,0.45,throughput_requests_s
service_mean_sglang_num_queue_reqs,9,prefix-valid,0.43333333333333335,throughput_requests_s
cgroup_rate_cpu_user_usec_per_s,9,prefix-valid,-0.4,throughput_requests_s
gpu_max_pcie_tx_mib_s,9,prefix-valid,-0.4,throughput_requests_s
gpu_max_fp16_activity_pct,9,prefix-valid,0.38333333333333336,throughput_requests_s
gpu_mean_integer_activity_pct,9,prefix-valid,0.38333333333333336,throughput_requests_s
gpu_mean_sm_activity_pct,9,prefix-valid,0.38333333333333336,throughput_requests_s
gpu_mean_sm_occupancy_pct,9,prefix-valid,0.38333333333333336,throughput_requests_s
gpu_max_pcie_rx_mib_s,9,prefix-valid,-0.35,throughput_requests_s
gpu_mean_graphics_activity_pct,9,prefix-valid,0.3,throughput_requests_s
gpu_mean_interval_s,9,prefix-valid,0.3,throughput_requests_s
service_max_sglang_cache_hit_rate,9,prefix-valid,-0.296683051981965,throughput_requests_s
service_mean_sglang_cache_hit_rate,9,prefix-valid,-0.296683051981965,throughput_requests_s
gpu_max_hmma_tensor_activity_pct,9,prefix-valid,0.2833333333333333,throughput_requests_s
gpu_max_sm_activity_pct,9,prefix-valid,0.2833333333333333,throughput_requests_s
gpu_max_tensor_activity_pct,9,prefix-valid,0.2833333333333333,throughput_requests_s
service_mean_sglang_gen_throughput,9,prefix-valid,0.2833333333333333,throughput_requests_s
network_delta_eth0_tx_bytes,9,prefix-valid,0.2738612787525831,throughput_requests_s
network_delta_eth0_tx_packets,9,prefix-valid,0.2738612787525831,throughput_requests_s
network_rate_eth0_tx_bytes_per_s,9,prefix-valid,0.2738612787525831,throughput_requests_s
network_rate_eth0_tx_packets_per_s,9,prefix-valid,0.2738612787525831,throughput_requests_s
cgroup_delta_cpu_system_usec,9,prefix-valid,-0.26666666666666666,throughput_requests_s
cgroup_max_memory_current_bytes,9,prefix-valid,-0.26666666666666666,throughput_requests_s
gpu_mean_dram_activity_pct,9,prefix-valid,0.26666666666666666,throughput_requests_s
gpu_power_imbalance_fraction,9,prefix-valid,-0.26666666666666666,throughput_requests_s
gpu_sample_row_count,9,prefix-valid,-0.26666666666666666,throughput_requests_s
service_mean_sglang_full_token_usage,9,prefix-valid,0.26666666666666666,throughput_requests_s
service_mean_sglang_kv_available_tokens,9,prefix-valid,0.26666666666666666,throughput_requests_s
cgroup_delta_cpu_nr_periods,9,prefix-valid,-0.25941649671427414,throughput_requests_s
queue_samples,9,prefix-valid,-0.25941649671427414,throughput_requests_s
service_sample_count,9,prefix-valid,-0.25941649671427414,throughput_requests_s
gpu_counter_energy_j,9,prefix-valid,-0.25,throughput_requests_s
gpu_max_integer_activity_pct,9,prefix-valid,-0.23333333333333334,throughput_requests_s
gpu_mean_memory_busy_pct,9,prefix-valid,0.23333333333333334,throughput_requests_s
network_rate_lo_rx_bytes_per_s,9,prefix-valid,0.23333333333333334,throughput_requests_s
network_rate_lo_tx_bytes_per_s,9,prefix-valid,0.23333333333333334,throughput_requests_s
gpu_max_dram_activity_pct,9,prefix-valid,0.22594340036404523,throughput_requests_s
network_rate_lo_rx_packets_per_s,9,prefix-valid,0.2,throughput_requests_s
network_rate_lo_tx_packets_per_s,9,prefix-valid,0.2,throughput_requests_s
cgroup_rate_cpu_nr_periods_per_s,9,prefix-valid,-0.18333333333333332,throughput_requests_s
gpu_busy_imbalance_fraction,9,prefix-valid,0.16666666666666666,throughput_requests_s
gpu_max_graphics_activity_pct,9,prefix-valid,-0.16666666666666666,throughput_requests_s
gpu_mean_gpu_busy_pct,9,prefix-valid,0.15,throughput_requests_s
gpu_max_clock_event_reasons,9,prefix-valid,0.13693063937629155,throughput_requests_s
cgroup_delta_cpu_usage_usec,9,prefix-valid,-0.13333333333333333,throughput_requests_s
cgroup_delta_cpu_user_usec,9,prefix-valid,-0.13333333333333333,throughput_requests_s
gpu_max_nvlink_rx_mib_s,9,prefix-valid,-0.13333333333333333,throughput_requests_s
gpu_max_nvlink_tx_mib_s,9,prefix-valid,-0.13333333333333333,throughput_requests_s
network_delta_lo_rx_bytes,9,prefix-valid,-0.13333333333333333,throughput_requests_s
network_delta_lo_tx_bytes,9,prefix-valid,-0.13333333333333333,throughput_requests_s
cgroup_rate_cpu_system_usec_per_s,9,prefix-valid,0.11666666666666667,throughput_requests_s
network_delta_lo_rx_packets,9,prefix-valid,-0.11666666666666667,throughput_requests_s
network_delta_lo_tx_packets,9,prefix-valid,-0.11666666666666667,throughput_requests_s
cgroup_mean_memory_current_bytes,9,prefix-valid,-0.1,throughput_requests_s
gpu_mean_temperature_c,9,prefix-valid,0.1,throughput_requests_s
service_max_sglang_full_token_usage,9,prefix-valid,0.1,throughput_requests_s
gpu_max_interval_s,9,prefix-valid,-0.08333333333333333,throughput_requests_s
gpu_maximum_gap_s,9,prefix-valid,-0.08333333333333333,throughput_requests_s
gpu_raw_maximum_gap_s,9,prefix-valid,-0.08333333333333333,throughput_requests_s
gpu_sample_coverage,9,prefix-valid,0.08333333333333333,throughput_requests_s
gpu_mean_memory_free_bytes,9,prefix-valid,-0.06666666666666667,throughput_requests_s
gpu_mean_memory_used_bytes,9,prefix-valid,0.06666666666666667,throughput_requests_s
service_maximum_gap_s,9,prefix-valid,0.06666666666666667,throughput_requests_s
gpu_max_sm_occupancy_pct,9,prefix-valid,-0.05,throughput_requests_s
gpu_mean_pcie_tx_mib_s,9,prefix-valid,0.05,throughput_requests_s
network_delta_eth0_rx_bytes,9,prefix-valid,0.04564354645876384,throughput_requests_s
network_delta_eth0_rx_packets,9,prefix-valid,0.04564354645876384,throughput_requests_s
network_rate_eth0_rx_bytes_per_s,9,prefix-valid,0.04564354645876384,throughput_requests_s
network_rate_eth0_rx_packets_per_s,9,prefix-valid,0.04564354645876384,throughput_requests_s
gpu_max_memory_used_bytes,9,prefix-valid,0.03333333333333333,throughput_requests_s
gpu_max_temperature_c,9,prefix-valid,-0.016666666666666666,throughput_requests_s
service_mean_sglang_num_queue_reqs,9,prefix-valid,1.0,ttft_ms_p95
queue_maximum,9,prefix-valid,0.9958246164193104,ttft_ms_p95
service_max_sglang_num_queue_reqs,9,prefix-valid,0.9958246164193104,ttft_ms_p95
queue_nonzero_fraction,9,prefix-valid,0.9666666666666667,ttft_ms_p95
service_max_sglang_kv_available_tokens,9,prefix-valid,0.8645309671165333,ttft_ms_p95
service_max_sglang_gen_throughput,9,prefix-valid,0.85,ttft_ms_p95
queue_median,9,prefix-valid,0.8416254115301731,ttft_ms_p95
gpu_mean_fp16_activity_pct,9,prefix-valid,0.8333333333333334,ttft_ms_p95
gpu_power_imbalance_fraction,9,prefix-valid,-0.8166666666666667,ttft_ms_p95
network_delta_lo_rx_packets,9,prefix-valid,-0.7833333333333333,ttft_ms_p95
network_delta_lo_tx_packets,9,prefix-valid,-0.7833333333333333,ttft_ms_p95
cgroup_delta_cpu_usage_usec,9,prefix-valid,-0.7666666666666667,ttft_ms_p95
cgroup_delta_cpu_user_usec,9,prefix-valid,-0.7666666666666667,ttft_ms_p95
network_delta_lo_rx_bytes,9,prefix-valid,-0.7666666666666667,ttft_ms_p95
network_delta_lo_tx_bytes,9,prefix-valid,-0.7666666666666667,ttft_ms_p95
service_mean_sglang_token_usage,9,prefix-valid,0.75,ttft_ms_p95
service_max_sglang_full_token_usage,9,prefix-valid,0.7333333333333333,ttft_ms_p95
service_max_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,ttft_ms_p95
service_mean_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,ttft_ms_p95
gpu_mean_nvlink_rx_mib_s,9,prefix-valid,0.7166666666666667,ttft_ms_p95
gpu_mean_nvlink_tx_mib_s,9,prefix-valid,0.7166666666666667,ttft_ms_p95
service_max_sglang_kv_used_tokens,9,prefix-valid,0.7166666666666667,ttft_ms_p95
service_mean_sglang_num_running_reqs,9,prefix-valid,0.7,ttft_ms_p95
gpu_mean_fp32_activity_pct,9,prefix-valid,0.6833333333333333,ttft_ms_p95
gpu_mean_hmma_tensor_activity_pct,9,prefix-valid,0.6833333333333333,ttft_ms_p95
gpu_mean_pcie_tx_mib_s,9,prefix-valid,0.6833333333333333,ttft_ms_p95
gpu_mean_tensor_activity_pct,9,prefix-valid,0.6833333333333333,ttft_ms_p95
cgroup_rate_cpu_nr_periods_per_s,9,prefix-valid,-0.6666666666666666,ttft_ms_p95
gpu_mean_power_instant_w,9,prefix-valid,0.6666666666666666,ttft_ms_p95
service_max_sglang_decode_sum_seq_lens,9,prefix-valid,0.6666666666666666,ttft_ms_p95
service_mean_sglang_full_token_usage,9,prefix-valid,0.6666666666666666,ttft_ms_p95
service_mean_sglang_kv_used_tokens,9,prefix-valid,0.6666666666666666,ttft_ms_p95
service_max_sglang_num_running_reqs,9,prefix-valid,0.629929832761474,ttft_ms_p95
cgroup_mean_memory_current_bytes,9,prefix-valid,0.6,ttft_ms_p95
gpu_max_fp32_activity_pct,9,prefix-valid,0.6,ttft_ms_p95
service_mean_sglang_decode_sum_seq_lens,9,prefix-valid,0.6,ttft_ms_p95
cgroup_rate_cpu_system_usec_per_s,9,prefix-valid,0.5833333333333334,ttft_ms_p95
gpu_max_memory_busy_pct,9,prefix-valid,0.565752381856018,ttft_ms_p95
gpu_max_clock_event_reasons,9,prefix-valid,0.5477225575051662,ttft_ms_p95
cgroup_rate_cpu_user_usec_per_s,9,prefix-valid,-0.5333333333333333,ttft_ms_p95
cgroup_delta_cpu_nr_periods,9,prefix-valid,-0.5272012675161055,ttft_ms_p95
queue_samples,9,prefix-valid,-0.5272012675161055,ttft_ms_p95
service_sample_count,9,prefix-valid,-0.5272012675161055,ttft_ms_p95
gpu_counter_energy_j,9,prefix-valid,-0.5166666666666667,ttft_ms_p95
service_max_sglang_kv_evictable_tokens,9,prefix-valid,-0.5148767223478706,ttft_ms_p95
service_max_sglang_token_usage,9,prefix-valid,0.511207720338155,ttft_ms_p95
network_delta_eth0_rx_bytes,9,prefix-valid,-0.5020790110464023,ttft_ms_p95
network_delta_eth0_rx_packets,9,prefix-valid,-0.5020790110464023,ttft_ms_p95
network_rate_eth0_rx_bytes_per_s,9,prefix-valid,-0.5020790110464023,ttft_ms_p95
network_rate_eth0_rx_packets_per_s,9,prefix-valid,-0.5020790110464023,ttft_ms_p95
cgroup_delta_cpu_system_usec,9,prefix-valid,-0.5,ttft_ms_p95
cgroup_rate_cpu_usage_usec_per_s,9,prefix-valid,-0.5,ttft_ms_p95
gpu_sample_row_count,9,prefix-valid,-0.5,ttft_ms_p95
service_mean_sglang_kv_evictable_tokens,9,prefix-valid,-0.4356649189097367,ttft_ms_p95
network_rate_lo_rx_packets_per_s,9,prefix-valid,-0.36666666666666664,ttft_ms_p95
network_rate_lo_tx_packets_per_s,9,prefix-valid,-0.36666666666666664,ttft_ms_p95
gpu_fraction_clock_event_sw_power_cap,9,prefix-valid,0.35,ttft_ms_p95
gpu_mean_clock_event_reasons,9,prefix-valid,0.35,ttft_ms_p95
gpu_mean_sm_clock_mhz,9,prefix-valid,-0.35,ttft_ms_p95
network_rate_lo_rx_bytes_per_s,9,prefix-valid,-0.31666666666666665,ttft_ms_p95
network_rate_lo_tx_bytes_per_s,9,prefix-valid,-0.31666666666666665,ttft_ms_p95
gpu_max_memory_free_bytes,9,prefix-valid,-0.3,ttft_ms_p95
gpu_max_sm_occupancy_pct,9,prefix-valid,0.3,ttft_ms_p95
gpu_mean_power_average_w,9,prefix-valid,0.2833333333333333,ttft_ms_p95
network_delta_eth0_tx_bytes,9,prefix-valid,-0.2738612787525831,ttft_ms_p95
network_delta_eth0_tx_packets,9,prefix-valid,-0.2738612787525831,ttft_ms_p95
network_rate_eth0_tx_bytes_per_s,9,prefix-valid,-0.2738612787525831,ttft_ms_p95
network_rate_eth0_tx_packets_per_s,9,prefix-valid,-0.2738612787525831,ttft_ms_p95
gpu_max_power_average_w,9,prefix-valid,0.26666666666666666,ttft_ms_p95
cgroup_max_memory_current_bytes,9,prefix-valid,0.25,ttft_ms_p95
gpu_busy_imbalance_fraction,9,prefix-valid,0.23333333333333334,ttft_ms_p95
gpu_max_integer_activity_pct,9,prefix-valid,-0.23333333333333334,ttft_ms_p95
gpu_max_interval_s,9,prefix-valid,-0.23333333333333334,ttft_ms_p95
gpu_maximum_gap_s,9,prefix-valid,-0.23333333333333334,ttft_ms_p95
gpu_raw_maximum_gap_s,9,prefix-valid,-0.23333333333333334,ttft_ms_p95
service_mean_sglang_kv_available_tokens,9,prefix-valid,0.23333333333333334,ttft_ms_p95
gpu_max_dram_activity_pct,9,prefix-valid,0.22594340036404523,ttft_ms_p95
gpu_max_power_instant_w,9,prefix-valid,0.21666666666666667,ttft_ms_p95
gpu_mean_integer_activity_pct,9,prefix-valid,0.21666666666666667,ttft_ms_p95
gpu_mean_sm_activity_pct,9,prefix-valid,0.21666666666666667,ttft_ms_p95
gpu_mean_sm_occupancy_pct,9,prefix-valid,0.21666666666666667,ttft_ms_p95
gpu_sample_coverage,9,prefix-valid,0.21666666666666667,ttft_ms_p95
gpu_max_hmma_tensor_activity_pct,9,prefix-valid,-0.18333333333333332,ttft_ms_p95
gpu_max_tensor_activity_pct,9,prefix-valid,-0.18333333333333332,ttft_ms_p95
gpu_mean_dram_activity_pct,9,prefix-valid,0.18333333333333332,ttft_ms_p95
gpu_max_graphics_activity_pct,9,prefix-valid,-0.16666666666666666,ttft_ms_p95
gpu_max_pcie_tx_mib_s,9,prefix-valid,0.16666666666666666,ttft_ms_p95
gpu_mean_pcie_rx_mib_s,9,prefix-valid,0.16666666666666666,ttft_ms_p95
gpu_max_nvlink_rx_mib_s,9,prefix-valid,0.15,ttft_ms_p95
gpu_max_nvlink_tx_mib_s,9,prefix-valid,0.15,ttft_ms_p95
gpu_max_sm_activity_pct,9,prefix-valid,0.11666666666666667,ttft_ms_p95
service_mean_sglang_gen_throughput,9,prefix-valid,-0.11666666666666667,ttft_ms_p95
gpu_max_fp16_activity_pct,9,prefix-valid,0.1,ttft_ms_p95
gpu_mean_memory_busy_pct,9,prefix-valid,0.1,ttft_ms_p95
gpu_max_pcie_rx_mib_s,9,prefix-valid,0.08333333333333333,ttft_ms_p95
gpu_mean_interval_s,9,prefix-valid,0.06666666666666667,ttft_ms_p95
gpu_mean_memory_free_bytes,9,prefix-valid,0.06666666666666667,ttft_ms_p95
gpu_mean_memory_used_bytes,9,prefix-valid,-0.06666666666666667,ttft_ms_p95
gpu_mean_temperature_c,9,prefix-valid,0.05,ttft_ms_p95
gpu_mean_graphics_activity_pct,9,prefix-valid,-0.03333333333333333,ttft_ms_p95
service_maximum_gap_s,9,prefix-valid,0.03333333333333333,ttft_ms_p95
gpu_max_memory_used_bytes,9,prefix-valid,0.016666666666666666,ttft_ms_p95
gpu_max_temperature_c,9,prefix-valid,-0.016666666666666666,ttft_ms_p95
gpu_mean_gpu_busy_pct,9,prefix-valid,0.0,ttft_ms_p95
